group	lib.size	norm.factors	eff.lib.size
SMED_BODY1	989015	0.972547101780871	961863.671867809
SMED_BODY2	989053	0.98690041971066	976096.820816087
SMED_BODY3	989219	0.98169719979647	971113.522285464
SMED_HEAD1	992587	1.11911095868694	1110814.98915019
SMED_HEAD2	992318	1.11941433003351	1110814.98915019
SMED_HEAD3	991399	1.11809352711061	1108476.80468393
SMED_PHARYNX1	991700	0.832490263023984	825580.593840885
SMED_PHARYNX2	990260	0.970183482384614	960733.895266188
SMED_PHARYNX3	987909	0.938130567979187	926787.631281751
