UniqueCount	AmbigCount
246	799
25	3460
129	5056
8	798
0	3092
0	2038
76	3947
1	336
45	738
6	361
7	375
125	4
0	0
5	1
0	0
0	0
0	0
0	0
30	1123
0	1113
0	151
0	812
332	596
12	464
0	320
31	440
3	729
13	803
35	416
0	427
3	335
1	3
0	20
0	36
53	80
0	43
1	1
0	30
1	10
0	37
0	40
3	50
0	18
26	12
1213	47
0	63
87	341
2	341
9	0
3	25
0	7
4	41
0	70
1	12
0	69
0	287
0	311
0	312
25	310
4	7
0	288
0	0
1	0
0	0
106	1077
1	836
10	977
0	1016
9	1029
3	1047
1	1038
0	819
87	306
0	719
0	736
0	0
4	0
0	0
0	0
307	5
31	1524
115	221
64	2237
1337	2011
123	63
345	238
4	875
7693	2481
4	499
8	311
19	421
4	84
9	84
0	138
7	91
71	132
0	0
1	182
13	214
0	182
5	0
2	144
3	214
0	0
2	760
0	95
82	764
8	0
7	2
12	1
1	0
3	0
0	1
0	0
1	2
6	28509
1	6
0	27359
2	23540
2	28503
0	24574
14	1101
93	668
6	966
0	1041
47	1766
1	10
0	2
3	1
0	3
0	38
1	0
0	52
0	1
0	13
0	1
0	9
0	11
0	0
0	15
0	34
0	1
0	4
1	30
0	1
0	11
0	1
0	15
12	2
7	1
0	96
10	0
2	41
4	0
0	14
15	323
1	175
0	174
10	498
0	224
0	589
102	222
3	196
5	0
0	80
0	2
0	0
36	2
0	43
0	9
7	4
9	24
7	7
1	20
1	2
8	57
4	4
0	2
3	79
3	6
26	47
1	47
96	2
71	4
108	6
2	1
1	1
0	0
0	0
4	0
2	0
0	1
1	0
7	0
95	7
1	0
0	0
0	0
1	0
0	0
14	0
5	4
20	2
0	0
4	1
6	0
1	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
1	0
1	6
0	8
2	7
1	8
0	0
1	63
34	62
4	53
0	71
157	1010
205	1001
4	830
533	15
868	25
0	0
0	26
0	53
0	1
0	39
0	11
0	1
0	10
2	14
0	40
0	0
0	0
1	1
37	90
21	223
12	223
0	0
689	14
0	0
0	695
0	665
1	568
0	716
0	531
0	662
1	681
0	689
0	656
0	722
0	581
3	36
0	343
0	202
0	342
0	327
0	225
0	224
0	0
1	336
4	313
0	315
4	55
0	210
4	539
0	210
16	196
0	215
0	7
75	546
1030	698
17	683
0	0
0	161
25	250
1	56
2	55
182	256
4	34
8	43
1	23
20	2585
11	40
4	24
0	14
2	27
2	27
1	12
0	2588
3	34
1	25
8	50
1	49
15	20
10	2337
1	28
1	10
1	10
0	0
14	1861
78	1861
0	0
0	73
79	71
5	43
1	0
0	0
0	0
1	0
0	0
2869	60
7	333
64	377
2	377
3	940
16	1322
0	48
0	1467
2	160
10	1325
6	1597
79	1655
46	1473
2	1472
3	1414
93	1416
2	0
21	823
0	978
1	926
0	0
3940	106
1762	111
0	8
16	12
0	4
0	3
1663	107
2105	39
0	32
27	32
47	7675
2003	7713
35	0
11	830
481	756
128	1188
297	769
0	954
1	60
0	60
0	0
2	0
82	5
0	0
4	0
3465	171207
0	22
45	161351
0	22
4932	171200
393	3
0	0
14	1083
637	946
28	916
1226	1079
8	3
0	0
0	0
0	0
0	0
0	0
0	0
81	9
0	464
0	365
1	175
0	342
0	502
29	9
0	249
0	202
14	0
0	265
0	426
0	443
0	363
0	379
1	315
0	603
0	239
6	264
30	155
0	142
10	1
2	8
1	14
11	6
208	5
1	72
0	405
161	481
35	7
0	0
5	492
0	438
0	497
3	0
3	0
0	2
0	2
1	2
41	118
1	73
7	72
0	108
1	23
1	23
0	161
0	170
0	149
0	135
0	139
0	165
0	153
0	174
0	140
0	144
0	31
0	40
4	607
1	451
5	10
0	77
2	596
0	75
3	50
0	175
1	364
0	520
0	35
0	36
0	755
2	738
0	25
0	236
1	192
0	29
0	518
0	27
0	802
0	570
2	470
15	0
0	0
0	0
0	6
9	36
24	171
0	272
5	28
0	218
0	13
7	191
0	195
0	135
15	191
4	94
0	207
1	6
0	29
1	85
4	74
0	14
32	213
0	242
0	135
1	6
1	53
9	44
0	10
0	10
1673	36
0	5
0	5
0	6
0	0
18	109
12	887
0	16
251	982
0	1
26	5
4	0
0	9
0	17
0	4
7	34
8	0
14	14
1	0
35	50
0	154
0	139
0	138
12	244
0	441
0	426
3	2
4	2
2	0
0	1
1	0
3	2360
99	890
20	583
47	2266
4	0
2	0
3	159
4	144
2	82
9	80
3	0
1	191
1	7
0	155
0	161
0	159
0	3
1	3
1	2
5	45
0	326
0	394
0	401
0	319
0	19
1	199
0	138
0	559
0	89
1	53
0	137
42	195
4	26
16	409
5	467
3	23
0	20
13	0
4	0
0	12
6	12
4	33
0	18
0	33
0	28
0	3
0	1
0	2
0	0
0	0
6	279
16	383
8	378
3	431
8	4
0	28
9	28
2	697
17	61
2	525
31	437
7	1
4	2
0	0
3	0
0	0
3	33
1	31
2	19
0	60
0	73
0	10
1	29
0	63
0	65
0	59
0	68
0	70
9	23
18	22
5	0
0	1166
2	119
0	109
12	976
0	1161
0	314
0	309
5	897
10	841
32	0
13	2
1	13
4	14
4	384
4	902
1	619
14	1666
124	2044
6	0
37	2
0	0
3	0
0	2
0	2
22	529
1	594
15	570
0	616
0	603
0	607
0	0
5	9
1	9
1	0
1	23
203	128
3	124
1	51
1	35
2	219
6	222
6	48
0	0
396	6
12	1
1	0
0	0
0	806
0	8
0	595
4	656
1	539
0	796
0	660
0	650
1	8
0	495
75	675
2	0
20	12
17	12
0	0
6	0
0	1
0	1
0	1
2	0
3	3
0	3
3	0
0	0
0	0
2	1975
27	1922
0	2115
4	1890
0	32
8	78
3	1974
18	79
0	0
2	132
6	132
0	0
8	360
8	1936
14	891
2	1997
4	1176
18	2842
0	2189
0	2161
0	2415
0	2151
20	688
0	2453
0	150
5	5
1	476
5	286
0	398
0	370
0	380
0	312
160	1020
30	1017
4	662
10	191
10	1121
2	737
4	12
0	739
1	147
0	1171
6	1107
0	738
1	59
1	392
3	1113
4	326
2	0
5	25
0	224
0	216
38	14
0	155
0	209
0	207
3	69
0	201
10	3
1	195
0	123
0	197
0	219
0	189
0	227
7	186
1	70
0	215
0	212
0	21
0	66
0	204
6	30
0	198
0	47
11	88
0	55
49	242
0	12
6	58
0	235
0	0
0	0
5	0
1	1
19	0
0	3
3	3
9	4
3	3
0	0
0	3
1	3
1	0
0	3
0	128
8	134
33	217
0	323
66	316
0	135
2	6
0	66
11	45
0	100
1	69
0	98
0	121
0	49
11	100
0	69
0	67
0	9
2	9
0	0
0	0
5	0
0	0
0	0
4	0
0	0
0	0
2	0
0	0
0	0
0	2295
514	2298
0	972
3	89
4	66
3	192
0	164
0	281
0	89
0	282
0	164
448	41649
3	30438
1	33838
2	34284
0	456
0	255
0	246
2	280
0	2
5	213
3	275
0	250
0	260
3	149
0	0
4	0
58	312
0	29
0	36
20	334
4	221
0	0
0	0
0	0
0	154
0	138
1	2
0	154
0	138
1	150
3	639
93	642
1	1
24	93
7	234
78	237
2	0
1033	28
1	0
13	265
501	273
2	53
0	13
116	422
2	0
29	577
1	576
2	436
1	0
1	1
1	1
1	0
0	0
4	2
4	0
34	6
4	3
0	0
0	0
0	152
0	151
0	154
364	154
0	0
7	1
36	1
0	0
1	0
0	0
0	0
0	0
0	112
1	111
2	107
0	124
0	71
2	113
0	105
2	35
0	58
1	105
0	0
18	12
3	197
54	196
1	191
0	0
0	0
77	225
0	766
0	751
0	634
12	13
170	171
54	458
0	649
0	1124
0	1109
0	1630
10	2155
1	1968
6	2046
0	2299
3	159
2	0
0	0
6	107
14	152
0	41
0	80
45	1
3	0
386	8
2	0
1	0
1	0
1	0
2	3
2	0
0	0
631	216
4	225
6	91
0	1
0	5
2	5
11	0
1	3
0	4
0	0
0	0
0	0
19	147
0	162
83	105
0	0
1	31
0	124
5	53
9	162
7	0
0	7
6	7
39	450
0	73
1	86
34	326
6	610
704	408
28	410
1	94
21	28
102	580
32	417
2367	445
0	0
2	0
0	614
0	899
0	864
5	13
0	33
0	23
0	981
0	17
79	5
0	183
0	13
31	2
0	0
3	0
1	478
0	964
5	19
0	1016
0	632
4	10
0	458
0	133
0	847
6	0
0	0
3	2
166	529
4	523
6	524
195	380
47	197
0	419
237	794
153	951
296	1097
256	386
368	954
48	1113
1	108
1	111
0	112
7	115
0	0
0	0
0	0
10	169
2	28
0	201
3	190
1	107
5	144
3	167
606	90
2	288
0	255
2	352
1	1
0	116
3	225
2	246
0	0
210	4
744	12
2422	67
0	586
0	1319
0	1163
4	174
2	586
2	174
0	541
0	642
0	1218
0	486
5	0
1	0
0	0
29	18
0	17
2	0
3	457
3	942
129	942
2	296
1	219
2	2
1	2
3	0
3	0
5	0
1	0
24	2
2	0
10145	257
13	0
0	0
191	1785
0	74
0	2322
13	200
63	2236
0	159
0	677
142	2234
1	455
0	677
20	203
0	3
0	674
12	202
9	5
1	3
3	3
1	0
1	1
7	1
0	82
0	87
0	83
32	170
22	0
433	5
2	0
1	1
0	0
0	0
425	1383
15	504
36	645
1	237
24	624
8	3
70	116
0	0
0	0
0	0
0	224
0	197
0	169
0	230
0	216
43	154
0	169
0	189
0	0
0	0
0	3045
0	1662
0	28
1	2430
10	1135
0	18
17	62
6	28
29	2437
6	1056
9	794
17	2789
32	636
7	286
0	657
0	285
28	588
6	328
3	0
43	44
0	1
1	0
2494	67
0	0
0	0
5	562
1	560
22	547
0	562
19	1848
1719	1880
0	1848
106	1
26	1851
21	1223
851	1862
49	25
0	23
2	3
5	3
1	3
0	0
0	0
0	0
42	713
4	712
478	459
422	423
38	3
1	29
3	29
1	0
12	0
2	0
0	0
3	0
0	0
0	0
0	0
3	0
0	0
1	0
0	0
1	28
0	182
0	1453
20	23
0	1210
0	1429
0	1332
24	0
1	2
7	30
0	1298
0	1404
15	28
0	1428
0	1307
2	0
0	1089
9	26
0	1323
51	100
0	327
0	303
0	255
1	249
0	231
4	249
4	29
0	0
2	71
6	129
1	72
2	307
0	309
28	202
2	113
4	18
0	18
2	25
2	25
4	0
24	10
0	6
12	1
0	0
2	1
2	0
0	4
0	4
0	7
6	38
0	1
1	6
1	4
1	6
0	4
0	1026
6	15
0	993
0	961
0	992
0	1024
5	1023
0	1057
4	2
0	0
3	1
1	0
0	1
0	0
0	1
0	0
1	1
0	0
3	678
170	680
7	203
2	0
8	4
1	149
12	34
0	172
2	27
0	31
2	29
12	164
0	1
3	0
0	1
20	2
5	0
3	0
2	1
3	0
0	0
0	0
50	1
0	441
9	986
0	14
1	1370
2	286
0	208
0	207
0	192
0	440
9	763
0	0
12	2
0	0
0	1482
0	248
0	302
6	436
0	1585
0	1477
0	247
0	235
1	60
0	236
0	283
0	292
21	453
0	301
0	293
0	1451
13	1278
0	274
0	1542
31	6
0	1516
0	5
18	67
0	1612
3	435
0	1455
0	229
7	453
1	99
4	115
0	94
3	3
2	2
1	2
68	72
2	2
0	1
0	1
2	20
2	1
1	20
0	1
4	0
0	0
0	0
247	149
0	650
432	508
2	0
1	0
1	0
1410	39
1	0
353	826
3	302
4	520
8	83
0	178
1	84
0	1
0	188
0	0
0	0
2	10
6	10
0	1
0	10
23	12
1	0
3	0
6	470
1	630
5	597
2	628
0	620
0	613
0	522
0	621
0	619
2	591
3	432
3	87
3176	170
2	1
1	0
0	3
5	3
0	7
8	31
69	22
0	53
0	120
10	0
4	130
0	3
8	32
2	0
11	25
7	56
0	46
47	2
0	34
9	25
2	72
13	34
17	0
0	0
0	0
8	38
9	28
0	0
0	36
16	41
3	12
10	5
24	0
0	0
67	1
30	0
1	38
0	1
0	1
0	42
0	38
0	31
1	0
0	0
0	1
0	1
1	1
0	0
8	2
1	1
5	1
2	0
1	0
0	0
0	0
0	20
0	96
0	86
4	38
3	39
5	31
1	72
0	0
2	0
0	0
0	250
0	233
11	48
0	110
0	239
17	16
0	367
0	155
8	2
0	354
0	227
2	319
0	138
0	16
0	350
0	0
5	0
1	0
8	0
1	1
0	0
0	1
38	1626
156	1623
0	1595
4	651
0	26
4	23
38	55
0	60
23	60
1	0
8	0
2	0
3	0
0	1718
1	1079
3	421
0	653
0	228
64	2507
54	2802
1	1434
5	629
7	1010
1	315
9	337
0	33
2	34
32	41
2	0
9	3
0	34
18	1
1	28
3	1
3	42
10	1
0	4
1	34
2	1
66	6
19	12
7	12
0	0
2	0
0	0
2	37
0	37
0	0
0	0
0	0
0	35
0	0
0	5
0	3
1	5
0	3
11	1
0	0
24	0
1	0
0	0
3	0
8	1
2	0
7	0
4	2
1	0
10	103180
46	104073
424	104074
26	769
24	775
170	25
3	21
1	0
1602929	32363
0	0
0	0
0	1569
0	1301
0	1566
0	1834
0	0
182	7
8	1
6	63
4	1
0	18
0	33
0	25
0	12
0	19
2	25
1	3
0	11
0	42
0	0
138	1907
12	1905
1	0
1	0
283	7
124	0
0	1234
32	191
0	1215
0	1237
0	1090
0	1087
0	95
0	458
33	85
0	53
0	311
0	1068
0	13
2	13
8	20
11	20
9	5
0	95
3	46
0	99
0	107
0	173
0	151
0	21
0	121
16	11
1	30
7	158
0	61
1	0
12	0
2	16
2	16
17	97
2	97
3	0
2	0
3	2
0	0
0	0
0	256
1	213
278	79
0	323
0	248
9	10
0	315
4	96
0	26
0	72
0	74
0	74
0	76
3	3
1	4
0	0
2	0
0	94
4	109
0	6
7	94
0	80
11	6
8	6
36	0
0	0
0	1
0	1
0	0
4	0
5	1
2	0
0	0
0	0
0	0
0	0
5	0
0	0
1	0
0	1
0	0
1	3
0	0
8	14
1	13
2	0
4	0
2	1
1	0
1	0
2	0
0	0
0	0
42	71
23	28
8	109
0	900
13	169
0	307
3	4
0	770
0	898
13	41
9	41
3	290
0	290
0	772
2	788
0	1337
0	1338
0	1332
0	1213
0	1212
0	1218
0	1333
0	1147
0	1142
0	1434
0	1429
0	1217
9	309
50	309
36	456
47	285
38	571
97	93
3	162
0	471
7	311
17	440
2	233
1	411
10	0
0	0
0	0
3508	71
0	0
136	1103
83	731
21	825
1	663
1	186
8	88
0	500
2	0
0	52
1	54
0	62
2	0
1	0
0	68
0	63
0	55
0	76
0	0
46	1
13	0
2	28
1	601
0	664
0	604
0	487
2	602
0	665
0	715
0	716
0	479
0	464
75	609
0	480
2	596
1	5
0	0
11	2
6	1
0	1
3	1
0	0
7	0
6	2
0	0
2	0
0	0
1	296
0	1567
8	294
0	1591
0	1576
0	1568
4	314
1	178
12	1471
0	1590
13	639
0	1529
8	555
0	473
0	656
2	599
1	0
2	0
1	0
0	0
130	1506
0	603
5	712
0	1120
30	977
35	480
7	92
0	241
0	758
11	904
0	172
3	59
260	7
2	50
2	33
6	1
1	90
0	99
0	83
4	28
686	21
99	5
0	762
4	686
23	979
23	979
0	239
2	127
0	120
0	186
1	59
16	79
0	144
0	200
11	103
0	0
0	159
3	42
3	0
10	0
4	0
3	0
6	23
4	4
1	6
0	7
78	2
1	14
1	4
12	55
0	21
0	22
0	54
3	1
4	0
13	19
0	0
55	353
0	266
11	88
92	0
2	0
1	0
2	1
4	1
7	2
4	1
6	0
4	0
0	0
2	0
0	3
1	2
0	1
0	0
0	10
2	0
1	0
2	10
0	0
0	11
0	11
2	0
0	0
3	2
0	0
3	0
0	0
1	0
0	0
4	0
0	0
0	0
0	0
0	0
0	0
2	137
6	137
3	2
2	0
0	1
5	0
1	0
1	0
0	0
1	0
1	0
0	0
0	0
0	0
3	1
0	1
0	0
132	3
6	1
10	2
1	0
71	540
136	539
18	368
10	199
85	159
0	231
22	1
0	101
0	26
3	90
0	106
0	1
0	21
1	88
0	103
3	0
0	0
0	0
46	7
11	1
170	102
0	93
126	59
2	4
55	122
758	193
0	16
0	15
0	50
0	49
0	57
0	58
2	55
0	15
0	49
1	49
59	0
0	1
0	3
2	3
4	0
5	0
3	0
3	0
0	0
1	0
1	0
0	0
0	0
0	0
6	1
0	1
20	0
0	0
0	0
1	1
3	3
13	0
1	0
2	146
7	150
0	170
3	70
0	179
1	184
0	63
0	176
2	237
1	73
0	164
0	168
7	146
0	66
0	154
2	0
1	0
113	225
0	46
0	46
17	695
0	48
8	18
30	609
8	400
0	0
44	695
3	5
0	3
21	0
1	1
2	0
3	0
11	1
1	0
2	0
0	1
3	126
96	591
88	256
3	119
0	238
65	244
0	1
7	215
0	324
0	400
0	661
0	650
0	242
0	854
0	760
0	700
0	831
5	843
0	283
0	654
0	665
0	865
18	36
5	35
0	1483
0	1484
0	1503
0	1504
0	1504
0	1482
0	1483
0	1505
91	3
0	0
408	3269
0	3255
1	0
2980	65
3	74
3	0
6	186
3	74
8	5
0	272
2	162
0	0
26	0
7	0
0	0
3	0
1	2
0	2
0	0
3	0
0	0
6	0
1	0
8	957
3	1239
0	1372
6	1372
0	786
0	714
0	694
83	791
0	806
1	0
7	11
0	0
0	75
0	59
2	70
1	70
0	74
0	10
0	58
0	80
0	59
0	79
0	0
0	0
15	0
0	0
1	0
7	0
0	0
0	640
1	378
0	631
0	1062
2	378
0	1071
6	1
1	0
0	107
20	104
5	12
0	95
2	0
14	9
0	0
3	12
49	458
8	404
11	354
2	533
4	47
0	443
18	146
0	24
23	12
4	73
3	0
34	2
0	0
33	3
7	64
0	22
0	64
0	12
1	12
0	1
2	1
1	0
0	2
3	0
0	0
0	0
0	2602
0	1696
47	3311
508	973
20	987
6	0
1	2
