group	lib.size	norm.factors	eff.lib.size
ONUN_BODY1	996650	0.89396433359073	890969.553073201
ONUN_BODY2	994077	1.03900878963653	1032854.74057551
ONUN_BODY3	994790	0.926411737349771	921585.132198178
ONUN_HEAD1	995223	1.32103853077095	1314727.92970945
ONUN_HEAD2	994032	1.28021131684296	1272571.01570404
ONUN_HEAD3	996906	0.901371461775487	898582.618472754
ONUN_PHARYNX1	994716	0.928298420967761	923393.292111368
ONUN_PHARYNX2	993634	0.965455231907848	959309.143901523
ONUN_PHARYNX3	994794	0.85062047993426	846192.149715722
