group	lib.size	norm.factors	eff.lib.size
ONUN_BODY1	994478	0.968513340576819	963165.209910154
ONUN_BODY2	990092	0.989129015036653	979328.72475567
ONUN_BODY3	991536	0.901855869662012	894222.561581193
ONUN_HEAD1	991914	1.23580745367111	1225814.71460073
ONUN_HEAD2	990761	1.25188892734693	1240322.72554717
ONUN_HEAD3	994770	0.962692182026098	957657.301914102
ONUN_PHARYNX1	991575	0.92387290694173	916089.277700746
ONUN_PHARYNX2	989807	0.960023379485446	950237.861178351
ONUN_PHARYNX3	991652	0.876205995606158	868891.427954838
