UniqueCount	AmbigCount
22836	54795
377	29082
35	39203
24	54791
0	28181
0	20016
35	31001
0	133
11	308
0	146
1	162
38	0
0	0
0	0
0	0
0	0
0	0
0	0
2	1606
0	1650
1	327
0	1137
422	828
24	547
0	342
31	525
1	1174
3	1180
35	502
0	681
0	415
0	1
0	4
0	19
12	44
0	18
1	1
0	7
0	16
0	22
0	17
0	33
0	17
33	1
1186	1
0	79
122	239
3	239
18	2
0	11
2	4
1	61
0	74
0	4
0	74
0	241
0	255
0	257
7	253
1	26
0	243
0	0
0	0
0	0
35	663
0	392
1	649
0	626
0	632
3	630
0	630
0	389
10	239
0	375
0	378
0	0
0	0
0	0
0	0
197	0
26	718
110	51
13	2521
253	906
61	20
278	81
1	330
2442	2564
0	149
1	67
0	122
2	72
16	72
0	161
2	135
40	161
0	0
0	50
0	51
0	50
1	0
0	43
0	51
0	0
1	723
0	48
53	724
3	0
6	0
0	0
0	0
1	0
0	0
0	0
0	9
0	130912
0	5
0	126335
1	107416
0	130907
0	111658
2	627
14	633
1	533
0	558
58	1260
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	1
0	0
0	0
0	0
0	0
0	1
0	2
0	0
0	0
0	2
0	0
0	1
0	0
0	1
1	0
0	0
1	13
0	0
3	19
1	0
2	7
8	141
1	166
4	166
0	256
1	46
0	314
35	133
1	167
3	0
0	9
0	0
1	0
17	0
0	7
0	0
0	1
0	1
6	1
0	0
0	0
0	27
0	0
0	1
0	27
1	0
13	26
0	26
34	0
23	0
48	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
2	0
63	0
0	0
0	0
0	1
0	1
0	0
1	0
1	1
0	0
0	0
5	1
0	0
0	0
0	0
0	0
0	1
0	0
0	1
0	0
0	0
0	3
1	2
0	2
0	3
0	3
0	0
0	124
47	120
2	119
0	125
243	559
288	559
5	423
168	0
924	0
0	0
0	28
0	42
1	9
0	35
3	13
0	10
2	4
1	7
0	35
0	0
1	0
5	1
19	81
0	266
1	266
0	0
966	1
0	0
0	546
0	566
0	632
0	688
0	509
0	543
0	596
0	545
0	542
0	689
0	632
0	8
0	204
4	144
0	215
0	182
0	182
0	193
0	0
0	173
0	214
0	214
0	24
0	90
3	225
0	90
8	90
0	92
0	5
53	230
949	605
1	605
0	0
0	42
2	66
0	3
0	6
11	69
1	9
0	8
2	13
4	3262
1	11
2	14
0	12
0	12
0	15
0	12
0	3262
1	9
0	12
0	13
0	10
7	14
3	3153
0	13
0	0
0	0
0	0
2	878
5	878
0	0
0	84
14	83
3	45
0	0
0	0
0	0
0	0
0	0
2755	1
6	255
21	275
0	275
2	632
4	953
1	7
0	1016
2	183
9	945
0	1148
40	1171
7	564
0	564
0	490
35	490
0	0
2	293
0	344
2	317
0	0
1801	0
4214	12
0	4
11	6
3	2
0	1
1526	10
1178	0
0	26
12	26
31	24180
4053	24183
2	0
25	2775
1111	2449
138	3208
882	2454
3	2438
0	21
0	21
0	0
0	0
6	0
0	0
0	0
180	429653
0	73
223	410121
1	73
6909	429653
243	0
0	0
17	6285
1447	5754
36	5558
1989	6215
1	0
1	0
1	0
0	0
0	0
0	0
0	0
77	2
0	833
0	816
0	461
0	779
0	789
74	1
0	10
0	456
6	0
0	456
0	466
0	800
0	812
0	800
6	166
0	810
0	485
1	478
34	477
0	465
19	16
3	25
7	26
17	1
157	0
0	15
0	424
46	439
69	16
0	0
3	259
0	240
0	260
0	0
0	0
0	1426
1	1426
758	1422
29	109
0	49
9	49
0	102
0	9
0	9
0	197
0	201
0	134
0	112
0	109
0	194
0	131
0	198
0	130
0	127
0	51
0	55
1	244
0	176
0	0
0	5
0	215
0	6
164	4760
0	74
0	140
0	180
13	4339
0	4664
0	290
